time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20160120:1510,36112,123.38,63.74,1.36,7.16,1.58,1.5,0
20160120:1610,0,0,0,0,0,0.65,1.58,0
20160120:1710,0,0,0,0,0,-0.27,1.66,0
20160120:1810,0,0,0,0,0,-1.2,1.74,0
20160120:1910,0,0,0,0,0,-1.64,1.49,0
20160120:2010,0,0,0,0,0,-2.08,1.24,0
20160120:2110,0,0,0,0,0,-2.53,0.99,0
20160120:2210,0,0,0,0,0,-2.93,0.81,0
20160120:2310,0,0,0,0,0,-3.33,0.63,0
20160121:0010,0,0,0,0,0,-3.73,0.44,0
20160121:0110,0,0,0,0,0,-3.82,0.91,0
20160121:0210,0,0,0,0,0,-3.92,1.38,0
20160121:0310,0,0,0,0,0,-4.01,1.85,0
20160121:0410,0,0,0,0,0,-4.47,1.88,0
20160121:0510,0,0,0,0,0,-4.93,1.9,0
20160121:0610,0,0,0,0,0,-5.39,1.93,0
20160121:0710,0,0,0,0,0,-4.74,1.94,0
20160121:0810,56572,213.49,67.62,2.07,8.33,-4.1,1.95,0
20160121:0910,87996,318.15,101.61,3.79,15.09,-3.45,1.96,0
20160121:1010,73754,180.37,174.06,4.4,19.94,-1.92,1.82,0
20160121:1110,87964,232.04,192.31,5.08,22.42,-0.38,1.68,0
20160121:1210,86190,217.4,202.04,5.1,22.26,1.15,1.54,0
20160121:1310,86694,252.2,169.2,4.51,19.46,1.28,1.69,0
20160121:1410,70126,206.76,136.28,3.33,14.35,1.4,1.83,0
20160121:1510,42870,145.13,73.32,1.55,7.38,1.53,1.97,0
20160121:1610,0,0,0,0,0,0,2,0
20160121:1710,0,0,0,0,0,-1.52,2.04,0
20160121:1810,0,0,0,0,0,-3.04,2.07,0
20160121:1910,0,0,0,0,0,-3.85,1.92,0
20160121:2010,0,0,0,0,0,-4.66,1.77,0
20160121:2110,0,0,0,0,0,-5.47,1.63,0
20160121:2210,0,0,0,0,0,-6.32,1.77,0
20160121:2310,0,0,0,0,0,-7.17,1.92,0
20160122:0010,0,0,0,0,0,-8.02,2.07,0
20160122:0110,0,0,0,0,0,-7.43,2.16,0
20160122:0210,0,0,0,0,0,-6.84,2.24,0
20160122:0310,0,0,0,0,0,-6.24,2.33,0
20160122:0410,0,0,0,0,0,-6.44,2.4,0
20160122:0510,0,0,0,0,0,-6.64,2.46,0
20160122:0610,0,0,0,0,0,-6.84,2.52,0
20160122:0710,0,0,0,0,0,-5.63,2.63,0
20160122:0810,22186,51.71,67.7,1.5,8.48,-4.42,2.73,0
20160122:0910,37842,71.6,117.17,2.71,15.27,-3.21,2.83,0
20160122:1010,29998,17.68,137.46,2.96,20.14,-0.65,2.75,0
20160122:1110,90552,226.06,212.93,5.4,22.64,1.91,2.68,0
20160122:1210,96714,271.45,202.8,5.42,22.49,4.47,2.61,0
20160122:1310,104346,347.67,165.36,5,19.7,4.42,2.24,0
20160122:1410,83150,273.26,137.43,3.66,14.58,4.36,1.87,0
20160122:1510,64602,262.78,63.4,1.82,7.6,4.31,1.5,0
20160122:1610,0,0,0,0,0,3,1.75,0
20160122:1710,0,0,0,0,0,1.69,1.99,0
20160122:1810,0,0,0,0,0,0.38,2.23,0
20160122:1910,0,0,0,0,0,0.37,2.47,0
20160122:2010,0,0,0,0,0,0.36,2.7,0
20160122:2110,0,0,0,0,0,0.35,2.94,0
20160122:2210,0,0,0,0,0,0.71,3.1,0
20160122:2310,0,0,0,0,0,1.06,3.26,0
20160123:0010,0,0,0,0,0,1.41,3.42,0
20160123:0110,0,0,0,0,0,1.57,3.26,0
20160123:0210,0,0,0,0,0,1.73,3.1,0
20160123:0310,0,0,0,0,0,1.89,2.94,0
20160123:0410,0,0,0,0,0,1.81,2.84,0
20160123:0510,0,0,0,0,0,1.74,2.74,0
20160123:0610,0,0,0,0,0,1.66,2.65,0
20160123:0710,0,0,0,0,0,1.93,2.43,0
20160123:0810,18866,47.83,59.06,1.35,8.64,2.2,2.21,0
20160123:0910,19648,18.9,90.15,1.97,15.45,2.47,1.99,0
20160123:1010,17100,4.39,92.88,1.97,20.35,2.94,1.85,0
20160123:1110,68720,174.81,163.53,4.32,22.87,3.41,1.71,0
20160123:1210,135582,501.34,175.65,6.52,22.72,3.88,1.57,0
20160123:1310,125560,474.5,151.97,5.65,19.94,3.98,1.29,0
20160123:1410,37794,59.99,135.35,2.92,14.81,4.09,1,0
20160123:1510,34518,122.24,59.61,1.38,7.83,4.19,0.72,0
20160123:1610,0,0,0,0,0,2.89,0.87,0
20160123:1710,0,0,0,0,0,1.6,1.03,0
20160123:1810,0,0,0,0,0,0.3,1.19,0
20160123:1910,0,0,0,0,0,-0.86,1.39,0
20160123:2010,0,0,0,0,0,-2.02,1.6,0
20160123:2110,0,0,0,0,0,-3.19,1.81,0
20160123:2210,0,0,0,0,0,-3.81,1.91,0
20160123:2310,0,0,0,0,0,-4.43,2.01,0
20160124:0010,0,0,0,0,0,-5.05,2.11,0
20160124:0110,0,0,0,0,0,-4.29,2.16,0
20160124:0210,0,0,0,0,0,-3.54,2.2,0
20160124:0310,0,0,0,0,0,-2.78,2.25,0
20160124:0410,0,0,0,0,0,-2.6,2.28,0
20160124:0510,0,0,0,0,0,-2.41,2.3,0
20160124:0610,0,0,0,0,0,-2.22,2.33,0
20160124:0710,0,0,0,0,0,-1.05,2.26,0
20160124:0810,34516,94,86,1.93,8.81,0.12,2.19,0
20160124:0910,33936,25.73,149.26,3.18,15.64,1.29,2.12,0
20160124:1010,35034,36.98,144,3.18,20.56,3.11,2.06,0
20160124:1110,27080,12.86,132.45,2.84,23.1,4.94,2,0
20160124:1210,38320,19.73,180.09,3.85,22.97,6.77,1.93,0
20160124:1310,7422,0,50.66,1.06,20.18,6.62,1.75,0
20160124:1410,11028,8.08,60.76,1.31,15.06,6.47,1.56,0
20160124:1510,19834,57.72,54.7,1.19,8.07,6.32,1.38,0
20160124:1610,0,0,0,0,0,5.38,1.39,0
20160124:1710,0,0,0,0,0,4.44,1.4,0
20160124:1810,0,0,0,0,0,3.5,1.41,0
20160124:1910,0,0,0,0,0,3.02,1.44,0
20160124:2010,0,0,0,0,0,2.55,1.48,0
20160124:2110,0,0,0,0,0,2.07,1.52,0
20160124:2210,0,0,0,0,0,1.6,1.58,0
20160124:2310,0,0,0,0,0,1.12,1.65,0
20160125:0010,0,0,0,0,0,0.64,1.71,0
20160125:0110,0,0,0,0,0,0.69,1.75,0
20160125:0210,0,0,0,0,0,0.74,1.79,0
20160125:0310,0,0,0,0,0,0.8,1.83,0
20160125:0410,0,0,0,0,0,0.46,1.87,0
20160125:0510,0,0,0,0,0,0.13,1.9,0
20160125:0610,0,0,0,0,0,-0.2,1.93,0
20160125:0710,0,0,0,0,0,1.06,1.98,0
20160125:0810,46004,155.84,81.32,2.1,8.98,2.31,2.03,0
20160125:0910,111630,467.68,83.5,4.76,15.84,3.57,2.08,0
20160125:1010,136418,558.88,125.76,6.39,20.78,6,2.07,0
20160125:1110,157056,665.72,141.82,7.56,23.34,8.44,2.06,0
20160125:1210,156848,652.68,164.99,7.58,23.22,10.88,2.06,0
20160125:1310,150762,691.25,87.39,6.56,20.43,10.16,2.03,0
20160125:1410,116118,460.37,129.79,4.66,15.3,9.43,2,0
20160125:1510,80106,334.29,75.01,2.33,8.3,8.71,1.97,0
20160125:1610,0,0,0,0,0,6.88,1.93,0
20160125:1710,0,0,0,0,0,5.05,1.89,0
20160125:1810,0,0,0,0,0,3.22,1.85,0
20160125:1910,0,0,0,0,0,2.94,1.88,0
20160125:2010,0,0,0,0,0,2.67,1.9,0
20160125:2110,0,0,0,0,0,2.39,1.93,0
20160125:2210,0,0,0,0,0,2.21,1.92,0
20160125:2310,0,0,0,0,0,2.02,1.9,0
20160126:0010,0,0,0,0,0,1.83,1.89,0
20160126:0110,0,0,0,0,0,1.83,1.78,0
20160126:0210,0,0,0,0,0,1.82,1.68,0
20160126:0310,0,0,0,0,0,1.82,1.57,0
20160126:0410,0,0,0,0,0,1.76,1.59,0
20160126:0510,0,0,0,0,0,1.71,1.61,0
20160126:0610,0,0,0,0,0,1.65,1.63,0
20160126:0710,0,0,0,0,0,2.74,1.87,0
20160126:0810,22322,53.86,70.28,1.59,9.16,3.83,2.11,0
20160126:0910,83292,281.83,130.35,4.11,16.04,4.92,2.34,0
20160126:1010,148866,652.81,99.18,6.88,21,7.02,2.47,0
20160126:1110,160988,722.02,103.44,7.64,23.58,9.12,2.6,0
20160126:1210,167396,749.2,121.74,7.9,23.47,11.22,2.73,0
20160126:1310,154356,721.94,73.71,6.71,20.69,10.58,2.46,0
20160126:1410,120990,494.22,121.97,4.83,15.55,9.93,2.2,0
20160126:1510,74046,289.77,89.9,2.35,8.54,9.29,1.93,0
20160126:1610,0,0,0,0,0,7.62,1.93,0
20160126:1710,0,0,0,0,0,5.96,1.92,0
20160126:1810,0,0,0,0,0,4.3,1.92,0
20160126:1910,0,0,0,0,0,3.8,2.02,0
20160126:2010,0,0,0,0,0,3.3,2.13,0
20160126:2110,0,0,0,0,0,2.79,2.23,0
20160126:2210,0,0,0,0,0,2.71,2.31,0
20160126:2310,0,0,0,0,0,2.62,2.38,0
20160127:0010,0,0,0,0,0,2.53,2.46,0
20160127:0110,0,0,0,0,0,2.58,2.46,0
20160127:0210,0,0,0,0,0,2.63,2.46,0
20160127:0310,0,0,0,0,0,2.68,2.47,0
20160127:0410,0,0,0,0,0,2.67,2.49,0
20160127:0510,0,0,0,0,0,2.67,2.51,0
20160127:0610,0,0,0,0,0,2.66,2.52,0
20160127:0710,0,0,0,0,0,3.62,2.71,0
20160127:0810,24264,66.82,67.08,1.59,9.35,4.58,2.89,0
20160127:0910,111016,439.85,109.4,4.95,16.25,5.55,3.08,0
20160127:1010,41780,65.81,149.21,3.45,21.24,7.03,3.04,0
20160127:1110,49310,60.77,191.73,4.28,23.83,8.52,3,0
20160127:1210,48926,77.13,174.79,4.02,23.73,10,2.97,0
20160127:1310,74670,186.86,189.09,4.66,20.95,9.64,2.78,0
20160127:1410,21408,18.18,102.29,2.2,15.8,9.27,2.59,0
20160127:1510,12706,28.67,49.49,1.08,8.78,8.91,2.4,0
20160127:1610,0,0,0,0,0,7.97,2.59,0
20160127:1710,0,0,0,0,0,7.04,2.79,0
20160127:1810,0,0,0,0,0,6.11,2.98,0
20160127:1910,0,0,0,0,0,5.96,3.03,0
20160127:2010,0,0,0,0,0,5.82,3.07,0
20160127:2110,0,0,0,0,0,5.67,3.12,0
20160127:2210,0,0,0,0,0,5.47,3.14,0
20160127:2310,0,0,0,0,0,5.26,3.17,0
20160128:0010,0,0,0,0,0,5.05,3.2,0
20160128:0110,0,0,0,0,0,5.25,3.25,0
20160128:0210,0,0,0,0,0,5.44,3.3,0
20160128:0310,0,0,0,0,0,5.64,3.35,0
20160128:0410,0,0,0,0,0,5.46,3.17,0
20160128:0510,0,0,0,0,0,5.29,2.98,0
20160128:0610,0,0,0,0,0,5.12,2.8,0
20160128:0710,0,0,0,0,0,5.44,2.64,0
20160128:0810,19978,54.69,59.11,1.42,9.54,5.76,2.48,0
20160128:0910,49972,136.84,116.64,3.11,16.46,6.08,2.32,0
20160128:1010,68508,151.58,190.29,4.66,21.47,6.11,2.06,0
20160128:1110,29712,18.72,139.75,3.03,24.09,6.15,1.8,0
20160128:1210,19336,0,109.47,2.29,24,6.19,1.54,0
20160128:1310,59288,133.25,164.04,4,21.21,5.88,1.73,0
20160128:1410,38988,76.97,124.29,2.82,16.06,5.57,1.92,0
20160128:1510,4574,0,35.28,0.74,9.03,5.26,2.11,0
20160128:1610,0,0,0,0,0,5.02,1.92,0
20160128:1710,0,0,0,0,0,4.79,1.73,0
20160128:1810,0,0,0,0,0,4.55,1.54,0
20160128:1910,0,0,0,0,0,4.43,1.5,0
20160128:2010,0,0,0,0,0,4.31,1.45,0
20160128:2110,0,0,0,0,0,4.18,1.41,0
20160128:2210,0,0,0,0,0,4.12,1.49,0
20160128:2310,0,0,0,0,0,4.06,1.57,0
20160129:0010,0,0,0,0,0,3.99,1.66,0
20160129:0110,0,0,0,0,0,4.58,1.72,0
20160129:0210,0,0,0,0,0,5.17,1.79,0
20160129:0310,0,0,0,0,0,5.76,1.86,0
20160129:0410,0,0,0,0,0,5.6,1.71,0
20160129:0510,0,0,0,0,0,5.44,1.56,0
20160129:0610,0,0,0,0,0,5.28,1.41,0
20160129:0710,0,0,0,0,0,5.54,1.49,0
20160129:0810,13542,8.06,73.4,1.55,9.74,5.8,1.57,0
20160129:0910,31804,59.92,108.31,2.56,16.68,6.06,1.66,0
20160129:1010,7596,0,51.57,1.08,21.72,6.72,2.11,0
20160129:1110,51678,57.79,205.24,4.55,24.35,7.39,2.57,0
20160129:1210,19596,6.33,104.85,2.24,24.27,8.06,3.03,0
20160129:1310,17256,6.72,93.16,1.99,21.48,8.02,2.62,0
20160129:1410,47920,88.71,157.25,3.47,16.32,7.98,2.21,0
20160129:1510,16386,47.94,48.13,1.12,9.28,7.94,1.79,0
20160129:1610,0,0,0,0,0,6.38,1.9,0
20160129:1710,0,0,0,0,0,4.83,2.01,0
20160129:1810,0,0,0,0,0,3.28,2.12,0
20160129:1910,0,0,0,0,0,2.73,2.09,0
20160129:2010,0,0,0,0,0,2.18,2.05,0
20160129:2110,0,0,0,0,0,1.63,2.01,0
20160129:2210,0,0,0,0,0,1.4,2.06,0
20160129:2310,0,0,0,0,0,1.17,2.11,0
20160130:0010,0,0,0,0,0,0.93,2.15,0
20160130:0110,0,0,0,0,0,1.55,2.34,0
20160130:0210,0,0,0,0,0,2.17,2.53,0
20160130:0310,0,0,0,0,0,2.79,2.72,0
20160130:0410,0,0,0,0,0,2.83,2.89,0
20160130:0510,0,0,0,0,0,2.87,3.07,0
20160130:0610,0,0,0,0,0,2.91,3.24,0
20160130:0710,0,0,0,0,0,3.62,3.71,0
20160130:0810,17440,26.37,73.68,1.61,9.94,4.33,4.19,0
20160130:0910,57648,96.61,190.78,4.24,16.91,5.05,4.66,0
20160130:1010,46158,70.38,163.34,3.77,21.97,6.02,4.85,0
20160130:1110,75156,143.36,227.79,5.4,24.61,7,5.03,0
20160130:1210,60878,94.19,210.68,4.81,24.54,7.98,5.21,0
20160130:1310,146626,625.58,98.74,6.46,21.76,8.38,5.6,0
20160130:1410,78192,180.3,208.31,4.6,16.59,8.77,6,0
20160130:1510,10458,16.74,49.94,1.08,9.53,9.17,6.39,0
20160130:1610,0,0,0,0,0,8.32,6.74,0
20160130:1710,0,0,0,0,0,7.48,7.09,0
20160130:1810,0,0,0,0,0,6.64,7.45,0
20160130:1910,0,0,0,0,0,6.38,7.4,0
20160130:2010,0,0,0,0,0,6.12,7.35,0
20160130:2110,0,0,0,0,0,5.85,7.3,0
20160130:2210,0,0,0,0,0,5.65,6.47,0
20160130:2310,0,0,0,0,0,5.45,5.64,0
20160131:0010,0,0,0,0,0,5.25,4.81,0
20160131:0110,0,0,0,0,0,4.8,4.48,0
20160131:0210,0,0,0,0,0,4.34,4.14,0
20160131:0310,0,0,0,0,0,3.89,3.81,0
20160131:0410,0,0,0,0,0,3.87,3.64,0
20160131:0510,0,0,0,0,0,3.86,3.48,0
20160131:0610,0,0,0,0,0,3.84,3.31,0
20160131:0710,0,0,0,0,0,4.19,3.18,0
20160131:0810,9474,12.95,48.03,1.06,10.15,4.53,3.04,0
20160131:0910,3290,0,28.05,0.59,17.14,4.88,2.91,0
20160131:1010,8732,0,57,1.19,22.22,5.01,3.12,0
20160131:1110,6788,0,47.04,0.99,24.89,5.14,3.33,0
20160131:1210,12542,0,75.99,1.59,24.82,5.27,3.54,0
20160131:1310,7292,0,49.76,1.04,22.03,5.78,4.13,0
20160131:1410,18468,0,104.94,2.2,16.85,6.3,4.72,0
20160131:1510,9144,9.83,49.63,1.06,9.79,6.81,5.31,0
20160131:1610,0,0,0,0,0,6.82,5.2,0
20160131:1710,0,0,0,0,0,6.84,5.1,0
20160131:1810,0,0,0,0,0,6.85,4.99,0
20160131:1910,0,0,0,0,0,6.99,5.14,0
20160131:2010,0,0,0,0,0,7.14,5.29,0
20160131:2110,0,0,0,0,0,7.28,5.43,0
20160131:2210,0,0,0,0,0,7.4,5.33,0
20160131:2310,0,0,0,0,0,7.52,5.23,0
20160201:0010,0,0,0,0,0,7.63,5.13,0
20160201:0110,0,0,0,0,0,7.28,5.12,0
20160201:0210,0,0,0,0,0,6.92,5.1,0
20160201:0310,0,0,0,0,0,6.57,5.09,0
20160201:0410,0,0,0,0,0,6.32,4.67,0
20160201:0510,0,0,0,0,0,6.07,4.24,0
20160201:0610,0,0,0,0,0,5.82,3.82,0
20160201:0710,0,0,0,0,0,5.92,3.58,0
20160201:0810,42362,134.76,86.94,2.29,10.37,6.02,3.34,0
20160201:0910,34020,47.26,131.04,2.96,17.38,6.12,3.1,0
20160201:1010,47360,65.12,175.63,4,22.48,6.43,3.28,0
20160201:1110,30640,10.08,152.85,3.26,25.16,6.74,3.45,0
20160201:1210,39332,28.84,174.93,3.81,25.1,7.05,3.63,0
20160201:1310,38714,39.22,161.99,3.56,22.31,7.59,3.5,0
20160201:1410,51780,112.46,150.79,3.49,17.13,8.14,3.38,0
20160201:1510,26088,60.94,82.12,1.78,10.05,8.68,3.26,0
20160201:1610,0,0,0,0,0,7.8,3.14,0
20160201:1710,0,0,0,0,0,6.92,3.03,0
20160201:1810,0,0,0,0,0,6.05,2.92,0
20160201:1910,0,0,0,0,0,5.75,2.84,0
20160201:2010,0,0,0,0,0,5.45,2.76,0
20160201:2110,0,0,0,0,0,5.15,2.68,0
20160201:2210,0,0,0,0,0,4.99,2.6,0
20160201:2310,0,0,0,0,0,4.84,2.52,0
20160202:0010,0,0,0,0,0,4.68,2.44,0
20160202:0110,0,0,0,0,0,4.82,2.38,0
20160202:0210,0,0,0,0,0,4.95,2.31,0
20160202:0310,0,0,0,0,0,5.08,2.25,0
20160202:0410,0,0,0,0,0,5.03,2.3,0
20160202:0510,0,0,0,0,0,4.98,2.35,0
20160202:0610,0,0,0,0,0,4.92,2.4,0
20160202:0710,0,0,0,0,0,5.33,2.46,0
20160202:0810,26314,62.42,81.59,1.91,10.59,5.73,2.52,0
20160202:0910,45462,87.12,145.18,3.43,17.62,6.13,2.58,0
20160202:1010,77298,181.59,202.72,5.15,22.75,6.94,2.81,0
20160202:1110,141240,514.21,195.17,7.47,25.45,7.76,3.05,0
20160202:1210,119676,369.98,228.12,6.78,25.39,8.57,3.28,0
20160202:1310,27672,10.8,139.5,2.97,22.6,8.87,3.14,0
20160202:1410,70292,190.85,163.02,4.04,17.4,9.17,3.01,0
20160202:1510,39422,113.06,94.72,2.12,10.31,9.47,2.87,0
20160202:1610,0,0,0,0,0,8.67,3.03,0
20160202:1710,0,0,0,0,0,7.86,3.2,0
20160202:1810,0,0,0,0,0,7.06,3.37,0
20160202:1910,0,0,0,0,0,6.78,3.44,0
20160202:2010,0,0,0,0,0,6.51,3.52,0
20160202:2110,0,0,0,0,0,6.24,3.6,0
20160202:2210,0,0,0,0,0,5.91,3.38,0
20160202:2310,0,0,0,0,0,5.59,3.17,0
20160203:0010,0,0,0,0,0,5.26,2.95,0
20160203:0110,0,0,0,0,0,5.1,2.75,0
20160203:0210,0,0,0,0,0,4.94,2.56,0
20160203:0310,0,0,0,0,0,4.77,2.36,0
20160203:0410,0,0,0,0,0,4.66,2.36,0
20160203:0510,0,0,0,0,0,4.54,2.36,0
20160203:0610,0,0,0,0,0,4.42,2.36,0
20160203:0710,0,0,0,0,0,4.37,2.64,0
20160203:0810,6122,0,43.43,0.91,10.82,4.32,2.92,0
20160203:0910,14462,0,85.04,1.78,17.87,4.27,3.2,0
20160203:1010,24094,4,126.38,2.67,23.02,3.64,3.43,0
20160203:1110,8284,0,54.28,1.14,25.73,3.01,3.65,0
20160203:1210,7952,0,52.47,1.1,25.69,2.38,3.88,0
20160203:1310,9588,0,60.61,1.27,22.89,2.22,4.26,0
20160203:1410,22110,11.94,108.09,2.31,17.68,2.07,4.65,0
20160203:1510,12620,12.3,63.03,1.35,10.57,1.91,5.03,0
20160203:1610,0,0,0,0,0,1.66,4.93,0
20160203:1710,0,0,0,0,0,1.41,4.83,0
20160203:1810,0,0,0,0,0,1.17,4.73,0
20160203:1910,0,0,0,0,0,0.7,4.15,0
20160203:2010,0,0,0,0,0,0.23,3.57,0
20160203:2110,0,0,0,0,0,-0.24,2.99,0
20160203:2210,0,0,0,0,0,-0.45,3.05,0
20160203:2310,0,0,0,0,0,-0.67,3.1,0
20160204:0010,0,0,0,0,0,-0.88,3.16,0
20160204:0110,0,0,0,0,0,-0.97,3.31,0
20160204:0210,0,0,0,0,0,-1.07,3.46,0
20160204:0310,0,0,0,0,0,-1.17,3.61,0
20160204:0410,0,0,0,0,0,-1.2,3.57,0
20160204:0510,0,0,0,0,0,-1.24,3.53,0
20160204:0610,0,0,0,0,0,-1.28,3.49,0
20160204:0710,0,0,0,0,0,-0.9,3.78,0
20160204:0810,7166,0,47.95,1,11.05,-0.53,4.08,0
20160204:0910,12696,0,75.09,1.57,18.13,-0.15,4.37,0
20160204:1010,27918,7.93,137.95,2.94,23.29,0.26,4.84,0
20160204:1110,38154,19.7,172.88,3.73,26.03,0.67,5.31,0
20160204:1210,32760,10.06,158.28,3.37,25.99,1.08,5.78,0
20160204:1310,11498,0,69.66,1.46,23.18,1.23,5.9,0
20160204:1410,6048,0,42.52,0.89,17.96,1.39,6.02,0
20160204:1510,22806,42.2,80.95,1.76,10.83,1.54,6.14,0
20160204:1610,8452,44.57,13.54,0.32,2.33,1.59,5.93,0
20160204:1710,0,0,0,0,0,1.63,5.71,0
20160204:1810,0,0,0,0,0,1.68,5.5,0
20160204:1910,0,0,0,0,0,1.74,5.07,0
20160204:2010,0,0,0,0,0,1.8,4.63,0
20160204:2110,0,0,0,0,0,1.86,4.19,0
20160204:2210,0,0,0,0,0,1.96,3.9,0
20160204:2310,0,0,0,0,0,2.06,3.6,0
20160205:0010,0,0,0,0,0,2.16,3.31,0
20160205:0110,0,0,0,0,0,1.95,3.16,0
20160205:0210,0,0,0,0,0,1.73,3.02,0
20160205:0310,0,0,0,0,0,1.51,2.87,0
20160205:0410,0,0,0,0,0,1.53,2.5,0
20160205:0510,0,0,0,0,0,1.54,2.12,0
20160205:0610,0,0,0,0,0,1.55,1.75,0
20160205:0710,528,0,10.2,0.23,2.8,2,1.77,0
20160205:0810,4640,0,35.28,0.74,11.29,2.45,1.78,0
20160205:0910,31394,32.9,131.36,2.92,18.39,2.9,1.79,0
20160205:1010,71810,149.41,205.21,5.08,23.58,3.78,1.8,0
20160205:1110,129428,424.07,221.33,7.29,26.32,4.67,1.81,0
20160205:1210,86626,193.6,236.14,5.91,26.29,5.55,1.82,0
20160205:1310,154652,655.73,133.73,7.47,23.48,6.17,1.61,0
20160205:1410,119800,466.34,138.38,5.42,18.24,6.79,1.41,0
20160205:1510,76632,289.56,100.05,2.97,11.1,7.4,1.2,0
20160205:1610,18790,97.11,16.64,0.45,2.59,5.76,1.66,0
20160205:1710,0,0,0,0,0,4.12,2.13,0
20160205:1810,0,0,0,0,0,2.49,2.59,0
20160205:1910,0,0,0,0,0,2.15,2.52,0
20160205:2010,0,0,0,0,0,1.81,2.46,0
20160205:2110,0,0,0,0,0,1.47,2.39,0
20160205:2210,0,0,0,0,0,1.65,2.75,0
20160205:2310,0,0,0,0,0,1.84,3.11,0
20160206:0010,0,0,0,0,0,2.02,3.48,0
20160206:0110,0,0,0,0,0,2.16,3.64,0
20160206:0210,0,0,0,0,0,2.3,3.8,0
20160206:0310,0,0,0,0,0,2.43,3.96,0
20160206:0410,0,0,0,0,0,2.46,4.08,0
20160206:0510,0,0,0,0,0,2.48,4.2,0
20160206:0610,0,0,0,0,0,2.5,4.32,0
20160206:0710,416,0,9.35,0.21,3.02,3.55,4.51,0
20160206:0810,20178,32.53,80.62,1.82,11.53,4.6,4.7,0
20160206:0910,35448,44.74,139.33,3.15,18.65,5.65,4.9,0
20160206:1010,84620,204.63,211.55,5.55,23.86,6.98,4.9,0
20160206:1110,156486,604.94,175.5,8.17,26.63,8.31,4.91,0
20160206:1210,140562,485.12,217.18,7.64,26.6,9.64,4.91,0
20160206:1310,115914,364.51,212.52,6.39,23.78,9.58,4.51,0
20160206:1410,94288,299.61,170.55,4.85,18.53,9.53,4.12,0
20160206:1510,58736,191.22,108.9,2.71,11.37,9.47,3.72,0
20160206:1610,19064,96.35,19.29,0.51,2.84,8.23,4.12,0
20160206:1710,0,0,0,0,0,6.99,4.51,0
20160206:1810,0,0,0,0,0,5.76,4.91,0
20160206:1910,0,0,0,0,0,5.11,5.17,0
20160206:2010,0,0,0,0,0,4.47,5.43,0
20160206:2110,0,0,0,0,0,3.83,5.7,0
20160206:2210,0,0,0,0,0,3.67,5.77,0
20160206:2310,0,0,0,0,0,3.52,5.84,0
20160207:0010,0,0,0,0,0,3.36,5.92,0
20160207:0110,0,0,0,0,0,3.04,5.83,0
20160207:0210,0,0,0,0,0,2.71,5.73,0
20160207:0310,0,0,0,0,0,2.38,5.64,0
20160207:0410,0,0,0,0,0,2.27,5.6,0
20160207:0510,0,0,0,0,0,2.16,5.57,0
20160207:0610,0,0,0,0,0,2.05,5.53,0
20160207:0710,318,0,8.5,0.19,3.25,2.64,5.59,0
20160207:0810,9520,2.28,58.24,1.23,11.78,3.23,5.65,0
20160207:0910,22382,10.06,112.06,2.41,18.93,3.82,5.71,0
20160207:1010,37966,27.05,167.1,3.66,24.15,3.77,5.21,0
20160207:1110,104460,263.54,241.6,6.56,26.93,3.73,4.71,0
20160207:1210,13392,0,79.61,1.67,26.91,3.68,4.21,0
20160207:1310,28896,8.26,144.39,3.07,24.08,3.66,3.89,0
20160207:1410,23118,11.39,114.27,2.44,18.82,3.64,3.57,0
20160207:1510,12870,8.53,68.59,1.46,11.64,3.62,3.26,0
20160207:1610,274,0,8.14,0.17,3.1,3.44,2.86,0
20160207:1710,0,0,0,0,0,3.25,2.46,0
20160207:1810,0,0,0,0,0,3.07,2.06,0
20160207:1910,0,0,0,0,0,2.46,2.19,0
20160207:2010,0,0,0,0,0,1.86,2.33,0
20160207:2110,0,0,0,0,0,1.26,2.47,0
20160207:2210,0,0,0,0,0,0.98,2.67,0
20160207:2310,0,0,0,0,0,0.71,2.86,0
20160208:0010,0,0,0,0,0,0.43,3.06,0
20160208:0110,0,0,0,0,0,0.52,3.2,0
20160208:0210,0,0,0,0,0,0.6,3.34,0
20160208:0310,0,0,0,0,0,0.68,3.48,0
20160208:0410,0,0,0,0,0,0.82,3.85,0
20160208:0510,0,0,0,0,0,0.96,4.23,0
20160208:0610,0,0,0,0,0,1.1,4.61,0
20160208:0710,526,0,10.2,0.23,3.49,2.57,4.98,0
20160208:0810,46520,139.07,98.79,2.71,12.03,4.03,5.36,0
20160208:0910,41826,63.66,149.58,3.47,19.2,5.5,5.74,0
20160208:1010,52662,70.86,192.84,4.43,24.45,6.28,6.51,0
20160208:1110,162156,620.28,173.49,8.39,27.24,7.05,7.29,0
20160208:1210,88648,190.98,242.43,6.08,27.22,7.83,8.07,0
20160208:1310,91144,223.02,222.59,5.74,24.39,8.23,8.37,0
20160208:1410,140382,581.04,104.93,6.04,19.11,8.63,8.67,0
20160208:1510,92648,370.88,87.6,3.43,11.91,9.02,8.97,0
20160208:1610,944,0,13.57,0.28,3.35,8.26,8.98,0
20160208:1710,0,0,0,0,0,7.49,9,0
20160208:1810,0,0,0,0,0,6.73,9.02,0
20160208:1910,0,0,0,0,0,6.21,8.56,0
20160208:2010,0,0,0,0,0,5.69,8.1,0
20160208:2110,0,0,0,0,0,5.18,7.64,0
20160208:2210,0,0,0,0,0,4.97,7.31,0
