time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20160912:2110,0,0,0,0,0,18.57,1.89,0
20160912:2210,0,0,0,0,0,18.16,1.93,0
20160912:2310,0,0,0,0,0,17.75,1.96,0
20160913:0010,0,0,0,0,0,17.34,2,0
20160913:0110,0,0,0,0,0,17.03,1.9,0
20160913:0210,0,0,0,0,0,16.72,1.81,0
20160913:0310,0,0,0,0,0,16.4,1.71,0
20160913:0410,0,0,0,0,0,16.24,1.73,0
20160913:0510,0,0,0,0,0,16.07,1.75,0
20160913:0610,15088,57.62,54.56,2.54,11.18,15.9,1.77,0
20160913:0710,60846,243.67,92.43,5.85,21.08,18.3,1.71,0
20160913:0810,105356,444.63,121.21,8.92,30.3,20.69,1.66,0
20160913:0910,137712,613.19,145.32,11.37,38.18,23.09,1.6,0
20160913:1010,159194,743.21,156.93,13.05,43.88,23.99,1.41,0
20160913:1110,169586,825.52,153.13,13.85,46.42,24.88,1.22,0
20160913:1210,168542,835.02,146.65,13.64,45.2,25.78,1.03,0
20160913:1310,157304,754.09,143.42,12.32,40.53,25.56,1.34,0
20160913:1410,132844,598.68,139.72,10.06,33.31,25.34,1.65,0
20160913:1510,95344,395.63,126.43,7.12,24.49,25.12,1.96,0
20160913:1610,49164,193.02,90.37,3.92,14.77,23.84,1.92,0
20160913:1710,4544,19.38,25.95,0.78,4.67,22.55,1.89,0
20160913:1810,0,0,0,0,0,21.27,1.85,0
20160913:1910,0,0,0,0,0,20.32,1.79,0
20160913:2010,0,0,0,0,0,19.37,1.74,0
20160913:2110,0,0,0,0,0,18.43,1.68,0
20160913:2210,0,0,0,0,0,18.07,1.78,0
20160913:2310,0,0,0,0,0,17.72,1.88,0
20160914:0010,0,0,0,0,0,17.36,1.97,0
20160914:0110,0,0,0,0,0,17.11,2.04,0
20160914:0210,0,0,0,0,0,16.85,2.1,0
20160914:0310,0,0,0,0,0,16.59,2.17,0
20160914:0410,0,0,0,0,0,16.46,2.13,0
20160914:0510,0,0,0,0,0,16.33,2.1,0
20160914:0610,14830,58.08,53.02,2.48,10.96,16.2,2.07,0
20160914:0710,59958,233.06,97.7,5.72,20.85,18.18,1.8,0
20160914:0810,100234,387.87,149.15,8.51,30.04,20.16,1.53,0
20160914:0910,136474,600.39,151.23,11.22,37.89,22.14,1.26,0
20160914:1010,158500,728.85,164.19,12.9,43.54,22.49,1.16,0
20160914:1110,169622,808.28,162.96,13.7,46.04,22.83,1.06,0
20160914:1210,170094,832.83,145.89,13.53,44.8,23.18,0.97,0
20160914:1310,158614,751.73,143.97,12.22,40.14,23.71,1.38,0
20160914:1410,132484,584.45,145.94,9.91,32.94,24.24,1.8,0
20160914:1510,94146,383.44,130,6.97,24.13,24.77,2.22,0
20160914:1610,47940,187.11,89.41,3.79,14.42,23.61,2.08,0
20160914:1710,3998,17.05,24.24,0.7,4.33,22.46,1.94,0
20160914:1810,0,0,0,0,0,21.3,1.79,0
20160914:1910,0,0,0,0,0,20.5,1.92,0
20160914:2010,0,0,0,0,0,19.7,2.04,0
20160914:2110,0,0,0,0,0,18.9,2.17,0
20160914:2210,0,0,0,0,0,18.53,2.37,0
20160914:2310,0,0,0,0,0,18.16,2.57,0
20160915:0010,0,0,0,0,0,17.79,2.77,0
20160915:0110,0,0,0,0,0,17.31,2.72,0
20160915:0210,0,0,0,0,0,16.82,2.66,0
20160915:0310,0,0,0,0,0,16.33,2.61,0
20160915:0410,0,0,0,0,0,16.4,2.68,0
20160915:0510,0,0,0,0,0,16.47,2.75,0
20160915:0610,548,0,10.86,0.23,10.74,16.54,2.83,0
20160915:0710,7530,0,53.38,1.12,20.62,17.41,2.95,0
20160915:0810,30656,6.21,165.32,3.54,29.78,18.28,3.08,0
20160915:0910,10328,0,68.76,1.44,37.59,19.15,3.2,0
20160915:1010,49366,14.77,251.64,5.44,43.2,19.39,2.92,0
20160915:1110,48258,9.61,251.85,5.38,45.66,19.63,2.65,0
20160915:1210,39290,2.8,213.83,4.51,44.41,19.87,2.37,0
20160915:1310,26848,0,153.8,3.22,39.75,19.47,1.74,0
20160915:1410,63684,92.59,248.24,6.08,32.56,19.08,1.1,0
20160915:1510,58452,128.61,186.73,5.12,23.77,18.69,0.47,0
20160915:1610,21944,32.22,98.34,2.35,14.07,18.11,0.42,0
20160915:1710,1670,1.81,18.08,0.4,3.98,17.52,0.38,0
20160915:1810,0,0,0,0,0,16.94,0.33,0
20160915:1910,0,0,0,0,0,16.49,0.59,0
20160915:2010,0,0,0,0,0,16.03,0.86,0
20160915:2110,0,0,0,0,0,15.58,1.12,0
20160915:2210,0,0,0,0,0,15.37,1.18,0
20160915:2310,0,0,0,0,0,15.16,1.25,0
20160916:0010,0,0,0,0,0,14.95,1.31,0
20160916:0110,0,0,0,0,0,14.95,1.27,0
20160916:0210,0,0,0,0,0,14.94,1.23,0
20160916:0310,0,0,0,0,0,14.93,1.19,0
20160916:0410,0,0,0,0,0,14.92,1.14,0
20160916:0510,0,0,0,0,0,14.9,1.1,0
20160916:0610,3566,0,30.76,0.64,10.52,14.88,1.06,0
20160916:0710,10866,0,70.57,1.48,20.38,15.01,0.97,0
20160916:0810,10512,0,68.76,1.44,29.52,15.13,0.87,0
20160916:0910,82938,152.1,283.32,7.65,37.29,15.25,0.77,0
20160916:1010,140928,488.97,269.3,11.37,42.86,15.56,0.92,0
20160916:1110,121872,309.31,339.08,10.36,45.28,15.86,1.07,0
20160916:1210,59392,32.35,282.68,6.25,44.01,16.17,1.21,0
20160916:1310,15744,0,95.9,2.01,39.36,16.06,1.42,0
20160916:1410,20964,0,122.13,2.56,32.19,15.96,1.63,0
20160916:1510,58904,126.95,183.91,5.02,23.41,15.85,1.83,0
20160916:1610,15108,10.93,82.09,1.82,13.72,15.31,1.76,0
20160916:1710,2530,9.69,18.96,0.49,3.63,14.78,1.69,0
20160916:1810,0,0,0,0,0,14.24,1.61,0
20160916:1910,0,0,0,0,0,13.79,1.66,0
20160916:2010,0,0,0,0,0,13.34,1.71,0
20160916:2110,0,0,0,0,0,12.9,1.75,0
20160916:2210,0,0,0,0,0,12.82,1.93,0
20160916:2310,0,0,0,0,0,12.75,2.1,0
20160917:0010,0,0,0,0,0,12.67,2.28,0
20160917:0110,0,0,0,0,0,12.54,1.77,0
20160917:0210,0,0,0,0,0,12.41,1.26,0
20160917:0310,0,0,0,0,0,12.28,0.76,0
20160917:0410,0,0,0,0,0,12.15,0.96,0
20160917:0510,0,0,0,0,0,12.01,1.16,0
20160917:0610,14592,59.57,49.3,2.33,10.29,11.87,1.37,0
20160917:0710,60322,225.15,98.81,5.46,20.14,12.29,1.62,0
20160917:0810,67986,132.5,218.76,6.2,29.25,12.7,1.88,0
20160917:0910,94264,204.6,279.36,8.17,36.99,13.11,2.14,0
20160917:1010,111732,254.11,321.73,9.47,42.51,13.38,2.3,0
20160917:1110,34868,0,189.08,3.96,44.89,13.65,2.47,0
20160917:1210,27830,0,154.7,3.24,43.62,13.93,2.63,0
20160917:1310,6988,0,49.76,1.04,38.97,13.93,2.67,0
20160917:1410,15942,0,95.9,2.01,31.81,13.94,2.7,0
20160917:1510,24620,7.55,131.31,2.82,23.05,13.95,2.73,0
20160917:1610,8188,0,56.09,1.17,13.37,13.58,2.5,0
20160917:1710,562,0,10.86,0.23,3.29,13.2,2.27,0
20160917:1810,0,0,0,0,0,12.83,2.04,0
20160917:1910,0,0,0,0,0,12.74,1.98,0
20160917:2010,0,0,0,0,0,12.65,1.91,0
20160917:2110,0,0,0,0,0,12.56,1.85,0
20160917:2210,0,0,0,0,0,12.62,1.83,0
20160917:2310,0,0,0,0,0,12.68,1.81,0
20160918:0010,0,0,0,0,0,12.74,1.79,0
20160918:0110,0,0,0,0,0,12.61,1.79,0
20160918:0210,0,0,0,0,0,12.48,1.79,0
20160918:0310,0,0,0,0,0,12.35,1.79,0
20160918:0410,0,0,0,0,0,12.33,1.97,0
20160918:0510,0,0,0,0,0,12.3,2.15,0
20160918:0610,1704,0,19,0.4,10.07,12.27,2.33,0
20160918:0710,10156,0,66.04,1.38,19.91,12.28,2.46,0
20160918:0810,27624,3.82,148.76,3.16,28.99,12.28,2.6,0
20160918:0910,25642,0,142.94,2.99,36.69,12.29,2.73,0
20160918:1010,33624,0,181.84,3.81,42.16,12.29,2.61,0
20160918:1110,25816,0,143.85,3.01,44.51,12.28,2.48,0
20160918:1210,20638,0,118.51,2.48,43.22,12.28,2.36,0
20160918:1310,33302,1.45,179.29,3.77,38.58,12.94,2.61,0
20160918:1410,13454,0,83.23,1.74,31.44,13.61,2.86,0
20160918:1510,7654,0,53.38,1.12,22.69,14.28,3.12,0
20160918:1610,3134,0,28.05,0.59,13.02,13.8,2.76,0
20160918:1710,960,2.28,12.67,0.28,2.94,13.31,2.4,0
20160918:1810,0,0,0,0,0,12.83,2.04,0
20160918:1910,0,0,0,0,0,12.79,2.11,0
20160918:2010,0,0,0,0,0,12.74,2.19,0
20160918:2110,0,0,0,0,0,12.7,2.26,0
20160918:2210,0,0,0,0,0,12.83,2.31,0
20160918:2310,0,0,0,0,0,12.96,2.36,0
20160919:0010,0,0,0,0,0,13.08,2.41,0
20160919:0110,0,0,0,0,0,12.62,2.4,0
20160919:0210,0,0,0,0,0,12.16,2.4,0
20160919:0310,0,0,0,0,0,11.7,2.39,0
20160919:0410,0,0,0,0,0,11.76,2.4,0
20160919:0510,0,0,0,0,0,11.81,2.4,0
20160919:0610,6786,1.78,47.11,1.02,9.84,11.86,2.41,0
20160919:0710,29062,56.71,105.31,3.01,19.67,12.14,2.57,0
20160919:0810,39520,24.38,185.9,4.19,28.72,12.42,2.72,0
20160919:0910,56522,44.16,248.94,5.7,36.38,12.7,2.87,0
20160919:1010,12788,0,79.61,1.67,41.82,12.83,2.81,0
20160919:1110,18568,0,108.56,2.27,44.13,12.96,2.75,0
20160919:1210,21118,0,121.23,2.54,42.82,13.1,2.69,0
20160919:1310,41138,7.3,211.78,4.51,38.18,13.22,2.7,0
20160919:1410,97022,253.74,242.6,7.47,31.06,13.34,2.72,0
20160919:1510,49238,86.36,172.39,4.36,22.33,13.46,2.73,0
20160919:1610,28014,64.39,95.1,2.5,12.67,12.85,2.21,0
20160919:1710,1572,10.09,12.69,0.34,2.59,12.24,1.68,0
20160919:1810,0,0,0,0,0,11.63,1.16,0
20160919:1910,0,0,0,0,0,11.4,1.16,0
20160919:2010,0,0,0,0,0,11.17,1.16,0
20160919:2110,0,0,0,0,0,10.95,1.16,0
20160919:2210,0,0,0,0,0,10.84,1.27,0
20160919:2310,0,0,0,0,0,10.73,1.38,0
20160920:0010,0,0,0,0,0,10.62,1.49,0
20160920:0110,0,0,0,0,0,10.5,1.29,0
20160920:0210,0,0,0,0,0,10.38,1.09,0
20160920:0310,0,0,0,0,0,10.25,0.9,0
20160920:0410,0,0,0,0,0,10.32,0.98,0
20160920:0510,0,0,0,0,0,10.39,1.06,0
20160920:0610,5542,0.91,40.74,0.87,9.62,10.45,1.14,0
20160920:0710,11630,0,73.28,1.53,19.43,10.98,1.43,0
20160920:0810,43188,34.95,192.91,4.45,28.45,11.5,1.72,0
20160920:0910,61020,59.29,255.97,6.01,36.08,12.03,2.01,0
20160920:1010,99766,193.75,318.96,8.68,41.47,12.95,2.12,0
20160920:1110,101274,186.57,336.23,8.89,43.74,13.87,2.23,0
20160920:1210,55772,25.93,267.22,5.85,42.42,14.8,2.34,0
20160920:1310,92760,182.18,297.4,7.92,37.79,15.06,2.52,0
20160920:1410,59620,79.75,231.96,5.57,30.68,15.33,2.69,0
20160920:1510,52686,106.05,172.2,4.51,21.96,15.59,2.87,0
20160920:1610,12296,8.42,69.99,1.53,12.32,14.99,2.61,0
20160920:1710,246,0,8.14,0.17,2.24,14.38,2.34,0
20160920:1810,0,0,0,0,0,13.78,2.08,0
20160920:1910,0,0,0,0,0,13.08,1.93,0
20160920:2010,0,0,0,0,0,12.38,1.77,0
20160920:2110,0,0,0,0,0,11.68,1.61,0
20160920:2210,0,0,0,0,0,11.21,1.67,0
20160920:2310,0,0,0,0,0,10.75,1.72,0
20160921:0010,0,0,0,0,0,10.28,1.78,0
20160921:0110,0,0,0,0,0,10.39,1.72,0
20160921:0210,0,0,0,0,0,10.5,1.66,0
20160921:0310,0,0,0,0,0,10.6,1.6,0
20160921:0410,0,0,0,0,0,10.52,1.66,0
20160921:0510,0,0,0,0,0,10.44,1.72,0
20160921:0610,13458,48.75,50.18,1.99,9.39,10.36,1.78,0
20160921:0710,56190,190.29,110.3,4.95,19.18,11.5,1.83,0
20160921:0810,102408,379.9,147.36,7.96,28.18,12.63,1.87,0
20160921:0910,119440,381.26,238.13,9.38,35.77,13.76,1.92,0
20160921:1010,141846,483.21,264.59,10.95,41.12,14.68,1.92,0
20160921:1110,158538,594.32,255.09,11.97,43.36,15.59,1.92,0
20160921:1210,142076,465.26,291.97,10.91,42.02,16.51,1.92,0
20160921:1310,79436,125.73,289.04,7.2,37.4,16.46,2.23,0
20160921:1410,39820,21.24,194.2,4.26,30.3,16.41,2.55,0
20160921:1510,61834,154.58,170.55,4.89,21.6,16.36,2.87,0
20160921:1610,42832,159.92,81.72,3.03,11.96,15.45,2.47,0
20160921:1710,0,0,0,0,0,14.55,2.08,0
20160921:1810,0,0,0,0,0,13.64,1.68,0
20160921:1910,0,0,0,0,0,12.65,1.77,0
20160921:2010,0,0,0,0,0,11.66,1.87,0
20160921:2110,0,0,0,0,0,10.67,1.96,0
20160921:2210,0,0,0,0,0,10.22,1.84,0
20160921:2310,0,0,0,0,0,9.77,1.72,0
20160922:0010,0,0,0,0,0,9.32,1.6,0
20160922:0110,0,0,0,0,0,8.91,1.44,0
20160922:0210,0,0,0,0,0,8.5,1.28,0
20160922:0310,0,0,0,0,0,8.08,1.12,0
20160922:0410,0,0,0,0,0,7.86,1.14,0
20160922:0510,0,0,0,0,0,7.64,1.17,0
20160922:0610,13142,46.16,49.4,1.89,9.16,7.41,1.2,0
20160922:0710,36934,94.13,106.85,3.5,18.94,9.85,1.01,0
20160922:0810,59860,102.72,209.42,5.55,27.91,12.28,0.81,0
20160922:0910,103244,282.84,260.66,8.56,35.46,14.71,0.62,0
20160922:1010,133242,441.4,276.64,10.61,40.76,15.76,0.62,0
20160922:1110,165966,732.36,193.22,12.62,42.97,16.81,0.61,0
20160922:1210,160102,681.07,212.48,12.07,41.62,17.87,0.61,0
20160922:1310,143004,567.47,215.88,10.53,37.01,18.14,0.78,0
20160922:1410,118468,449.78,187.02,8.45,29.93,18.42,0.96,0
20160922:1510,86078,327.15,133.32,5.91,21.24,18.7,1.13,0
20160922:1610,35476,119.48,85.32,2.69,11.61,17.41,1.49,0
20160922:1710,0,0,0,0,0,16.11,1.84,0
20160922:1810,0,0,0,0,0,14.82,2.19,0
20160922:1910,0,0,0,0,0,14.29,1.89,0
20160922:2010,0,0,0,0,0,13.76,1.58,0
20160922:2110,0,0,0,0,0,13.24,1.27,0
20160922:2210,0,0,0,0,0,12.61,1.17,0
20160922:2310,0,0,0,0,0,11.98,1.07,0
20160923:0010,0,0,0,0,0,11.34,0.97,0
20160923:0110,0,0,0,0,0,11.01,0.93,0
20160923:0210,0,0,0,0,0,10.68,0.9,0
20160923:0310,0,0,0,0,0,10.34,0.87,0
20160923:0410,0,0,0,0,0,10.37,0.92,0
20160923:0510,0,0,0,0,0,10.4,0.97,0
20160923:0610,6316,2.96,43.59,0.97,8.93,10.42,1.02,0
20160923:0710,30954,42.26,129.22,3.24,18.69,12.32,1.01,0
20160923:0810,60464,108.94,208.68,5.59,27.64,14.22,0.99,0
20160923:0910,83662,169.26,270.71,7.45,35.15,16.12,0.98,0
20160923:1010,136270,459.71,269.32,10.65,40.41,16.61,1.4,0
20160923:1110,142128,467.71,293.35,11.03,42.58,17.1,1.82,0
20160923:1210,104536,226,323.64,8.89,41.22,17.6,2.23,0
20160923:1310,80850,137.98,286.02,7.22,36.61,17.52,2.27,0
20160923:1410,41156,27.77,195.39,4.34,29.55,17.45,2.3,0
20160923:1510,67188,192.18,162.8,5.02,20.88,17.38,2.33,0
20160923:1610,19490,37.73,79.99,1.93,11.26,16.29,2.2,0
20160923:1710,0,0,0,0,0,15.21,2.06,0
20160923:1810,0,0,0,0,0,14.12,1.93,0
20160923:1910,0,0,0,0,0,13.45,1.88,0
20160923:2010,0,0,0,0,0,12.78,1.83,0
20160923:2110,0,0,0,0,0,12.11,1.78,0
20160923:2210,0,0,0,0,0,11.69,1.61,0
20160923:2310,0,0,0,0,0,11.27,1.45,0
20160924:0010,0,0,0,0,0,10.84,1.28,0
20160924:0110,0,0,0,0,0,10.39,1.25,0
20160924:0210,0,0,0,0,0,9.94,1.21,0
20160924:0310,0,0,0,0,0,9.49,1.17,0
20160924:0410,0,0,0,0,0,9.36,1.3,0
20160924:0510,0,0,0,0,0,9.23,1.42,0
20160924:0610,12306,41.58,48.77,1.74,8.7,9.1,1.54,0
20160924:0710,55598,192.63,105.72,4.76,18.45,11.67,1.63,0
20160924:0810,103614,406.11,132.57,7.88,27.37,14.23,1.71,0
20160924:0910,136586,562.71,162.8,10.23,34.84,16.8,1.79,0
20160924:1010,158020,682.61,178.28,11.82,40.06,17.92,1.55,0
20160924:1110,166960,741.34,186.48,12.49,42.2,19.03,1.31,0
20160924:1210,164552,744.34,179.1,12.18,40.82,20.15,1.06,0
20160924:1310,152744,690.25,159.65,10.97,36.22,20.38,0.98,0
20160924:1410,125366,535.34,149.67,8.7,29.17,20.62,0.9,0
20160924:1510,86228,344.92,123.17,5.82,20.51,20.85,0.81,0
20160924:1610,37816,143.45,77.53,2.67,10.91,19.4,1.25,0
20160924:1710,0,0,0,0,0,17.94,1.68,0
20160924:1810,0,0,0,0,0,16.49,2.11,0
20160924:1910,0,0,0,0,0,15.45,1.95,0
20160924:2010,0,0,0,0,0,14.41,1.79,0
20160924:2110,0,0,0,0,0,13.38,1.63,0
20160924:2210,0,0,0,0,0,13.02,1.68,0
20160924:2310,0,0,0,0,0,12.67,1.73,0
20160925:0010,0,0,0,0,0,12.31,1.78,0
20160925:0110,0,0,0,0,0,12.07,1.81,0
20160925:0210,0,0,0,0,0,11.82,1.84,0
20160925:0310,0,0,0,0,0,11.57,1.88,0
20160925:0410,0,0,0,0,0,11.42,1.85,0
20160925:0510,0,0,0,0,0,11.27,1.83,0
20160925:0610,8950,14.59,49.96,1.29,8.47,11.12,1.81,0
20160925:0710,25248,24.23,118.81,2.79,18.2,13.41,1.74,0
20160925:0810,42604,40.57,188.65,4.4,27.09,15.69,1.68,0
20160925:0910,123314,445.33,211.3,9.49,34.52,17.97,1.61,0
20160925:1010,158124,694.15,172.18,11.8,39.7,18.58,1.45,0
20160925:1110,165176,724.08,193.77,12.32,41.81,19.18,1.28,0
20160925:1210,163496,728.29,185.33,12.01,40.42,19.79,1.12,0
20160925:1310,152140,673.89,164.68,10.78,35.82,20.17,1.36,0
20160925:1410,126018,532.19,149.04,8.58,28.79,20.56,1.6,0
20160925:1510,85270,334.33,124.39,5.67,20.15,20.95,1.85,0
20160925:1610,37084,141.32,75.76,2.58,10.55,19.58,1.94,0
20160925:1710,0,0,0,0,0,18.21,2.04,0
20160925:1810,0,0,0,0,0,16.84,2.14,0
20160925:1910,0,0,0,0,0,16.54,1.93,0
20160925:2010,0,0,0,0,0,16.24,1.72,0
20160925:2110,0,0,0,0,0,15.95,1.52,0
20160925:2210,0,0,0,0,0,15.29,1.46,0
20160925:2310,0,0,0,0,0,14.64,1.4,0
20160926:0010,0,0,0,0,0,13.98,1.34,0
20160926:0110,0,0,0,0,0,13.75,1.37,0
20160926:0210,0,0,0,0,0,13.51,1.4,0
20160926:0310,0,0,0,0,0,13.27,1.43,0
20160926:0410,0,0,0,0,0,13.04,1.09,0
20160926:0510,0,0,0,0,0,12.81,0.74,0
20160926:0610,10106,25.73,49.09,1.44,8.24,12.57,0.4,0
20160926:0710,49526,153.79,116.06,4.34,17.95,13.67,0.97,0
20160926:0810,93918,326.15,163.41,7.26,26.82,14.77,1.55,0
20160926:0910,93256,222.18,262.84,7.79,34.21,15.87,2.12,0
20160926:1010,25588,0,145.66,3.05,39.35,16.84,2.04,0
20160926:1110,21326,0,124.85,2.61,41.42,17.81,1.96,0
20160926:1210,91114,169.04,313.24,8.07,40.02,18.78,1.88,0
20160926:1310,104244,269.66,282.31,8.3,35.43,18.76,1.95,0
20160926:1410,63014,110.87,223.81,5.59,28.42,18.75,2.03,0
20160926:1510,66864,202.83,153.46,4.83,19.79,18.73,2.11,0
20160926:1610,37854,148.8,71.53,2.52,10.2,17.82,1.86,0
20160926:1710,0,0,0,0,0,16.91,1.61,0
20160926:1810,0,0,0,0,0,16,1.37,0
20160926:1910,0,0,0,0,0,15.42,1.35,0
20160926:2010,0,0,0,0,0,14.83,1.33,0
20160926:2110,0,0,0,0,0,14.25,1.31,0
20160926:2210,0,0,0,0,0,13.91,0.98,0
20160926:2310,0,0,0,0,0,13.57,0.65,0
20160927:0010,0,0,0,0,0,13.22,0.32,0
20160927:0110,0,0,0,0,0,13.07,0.33,0
20160927:0210,0,0,0,0,0,12.91,0.34,0
20160927:0310,0,0,0,0,0,12.75,0.34,0
20160927:0410,0,0,0,0,0,12.79,0.49,0
20160927:0510,0,0,0,0,0,12.83,0.64,0
20160927:0610,11018,39.73,44.66,1.55,8.01,12.86,0.79,0
20160927:0710,18516,7.86,101.32,2.22,17.7,13.32,0.74,0
20160927:0810,17698,0,104.94,2.2,26.54,13.77,0.7,0
20160927:0910,75618,134.57,260.8,6.8,33.9,14.22,0.66,0
20160927:1010,57898,41.96,263.64,5.93,38.99,14.71,0.92,0
20160927:1110,106934,238.99,323.01,8.98,41.04,15.2,1.19,0
20160927:1210,86888,146.05,308.56,7.75,39.62,15.69,1.45,0
20160927:1310,111686,311.76,275.66,8.55,35.04,16.3,1.63,0
20160927:1410,86458,226.94,225.89,6.61,28.04,16.91,1.81,0
20160927:1510,34614,49.25,141.92,3.33,19.43,17.52,1.99,0
20160927:1610,32290,115.07,73.78,2.25,9.85,16.55,1.96,0
20160927:1710,0,0,0,0,0,15.59,1.93,0
20160927:1810,0,0,0,0,0,14.62,1.9,0
20160927:1910,0,0,0,0,0,14.19,1.69,0
20160927:2010,0,0,0,0,0,13.76,1.47,0
20160927:2110,0,0,0,0,0,13.33,1.26,0
20160927:2210,0,0,0,0,0,12.67,1.06,0
20160927:2310,0,0,0,0,0,12.01,0.86,0
20160928:0010,0,0,0,0,0,11.35,0.66,0
20160928:0110,0,0,0,0,0,10.69,0.74,0
20160928:0210,0,0,0,0,0,10.03,0.83,0
20160928:0310,0,0,0,0,0,9.36,0.91,0
20160928:0410,0,0,0,0,0,9.27,0.99,0
20160928:0510,0,0,0,0,0,9.18,1.08,0
20160928:0610,6732,7.96,42.29,1,7.77,9.09,1.16,0
20160928:0710,25830,29.21,116.04,2.77,17.45,11.65,1.25,0
20160928:0810,52120,79.22,195.92,4.93,26.26,14.2,1.33,0
20160928:0910,133566,545.14,166.95,9.81,33.58,16.75,1.42,0
20160928:1010,153090,635.06,196.84,11.25,38.64,17.81,1.48,0
20160928:1110,159970,662.15,216.96,11.73,40.65,18.87,1.54,0
20160928:1210,157172,651.72,214.19,11.35,39.22,19.93,1.6,0
20160928:1310,145728,601.71,191.81,10.16,34.65,19.98,1.76,0
20160928:1410,112238,412.89,186.54,7.69,27.66,20.04,1.91,0
20160928:1510,77536,282.21,132.99,5.12,19.07,20.1,2.07,0
20160928:1610,13552,24.47,63.28,1.46,9.5,18.73,2.08,0
20160928:1710,0,0,0,0,0,17.35,2.1,0
20160928:1810,0,0,0,0,0,15.98,2.11,0
20160928:1910,0,0,0,0,0,15.07,1.81,0
20160928:2010,0,0,0,0,0,14.16,1.5,0
20160928:2110,0,0,0,0,0,13.25,1.2,0
20160928:2210,0,0,0,0,0,12.73,1.23,0
20160928:2310,0,0,0,0,0,12.22,1.26,0
20160929:0010,0,0,0,0,0,11.7,1.28,0
20160929:0110,0,0,0,0,0,11.55,1.49,0
20160929:0210,0,0,0,0,0,11.4,1.71,0
20160929:0310,0,0,0,0,0,11.24,1.92,0
20160929:0410,0,0,0,0,0,11.29,2.06,0
20160929:0510,0,0,0,0,0,11.34,2.19,0
20160929:0610,9190,26.96,43.14,1.29,7.54,11.39,2.33,0
20160929:0710,54652,197.85,98.07,4.45,17.2,13.93,2.52,0
20160929:0810,100718,390,134.8,7.41,25.98,16.47,2.72,0
20160929:0910,135890,563.6,156.59,9.81,33.26,19.01,2.91,0
20160929:1010,156834,658.34,184.26,11.27,38.28,20.03,3.23,0
20160929:1110,165882,699.27,199.15,11.82,40.26,21.05,3.54,0
20160929:1210,163440,688.1,197.54,11.44,38.83,22.08,3.86,0
20160929:1310,152868,659.47,164.53,10.33,34.26,22.12,3.74,0
20160929:1410,124100,514.4,147.45,8.09,27.29,22.17,3.61,0
20160929:1510,82438,322.69,119.54,5.23,18.71,22.21,3.49,0
20160929:1610,33240,130.1,68.19,2.18,9.15,20.66,3.12,0
20160929:1710,0,0,0,0,0,19.11,2.74,0
20160929:1810,0,0,0,0,0,17.56,2.37,0
20160929:1910,0,0,0,0,0,16.71,2.29,0
20160929:2010,0,0,0,0,0,15.86,2.21,0
20160929:2110,0,0,0,0,0,15.01,2.12,0
20160929:2210,0,0,0,0,0,14.68,2.14,0
20160929:2310,0,0,0,0,0,14.35,2.16,0
20160930:0010,0,0,0,0,0,14.02,2.18,0
20160930:0110,0,0,0,0,0,13.68,2.27,0
20160930:0210,0,0,0,0,0,13.34,2.35,0
20160930:0310,0,0,0,0,0,13,2.44,0
20160930:0410,0,0,0,0,0,12.75,2.4,0
20160930:0510,0,0,0,0,0,12.49,2.37,0
20160930:0610,10964,47.18,39.25,1.48,7.3,12.23,2.33,0
20160930:0710,56988,219.72,89.17,4.53,16.95,14.16,2.53,0
20160930:0810,102144,402.17,129.18,7.41,25.7,16.09,2.73,0
20160930:0910,134206,540.33,166.88,9.62,32.94,18.02,2.92,0
20160930:1010,155886,643.57,189.06,11.1,37.92,18.77,3.11,0
20160930:1110,164962,684.25,203.99,11.65,39.87,19.51,3.3,0
20160930:1210,161028,658.93,207.72,11.2,38.43,20.26,3.49,0
20160930:1310,151570,642.37,170.83,10.16,33.87,20.35,3.25,0
20160930:1410,122816,501.19,151.3,7.94,26.91,20.45,3.01,0
20160930:1510,80308,307.73,121.56,5.06,18.35,20.54,2.77,0
20160930:1610,30672,116.76,67.17,2.03,8.81,19.64,2.33,0
20160930:1710,0,0,0,0,0,18.73,1.88,0
20160930:1810,0,0,0,0,0,17.83,1.43,0
20160930:1910,0,0,0,0,0,16.65,1.4,0
20160930:2010,0,0,0,0,0,15.46,1.36,0
20160930:2110,0,0,0,0,0,14.28,1.32,0
20160930:2210,0,0,0,0,0,14.06,1.57,0
20160930:2310,0,0,0,0,0,13.85,1.82,0
20161001:0010,0,0,0,0,0,13.63,2.07,0
20161001:0110,0,0,0,0,0,13.5,2.24,0
20161001:0210,0,0,0,0,0,13.36,2.41,0
20161001:0310,0,0,0,0,0,13.22,2.58,0
20161001:0410,0,0,0,0,0,13.27,2.63,0
20161001:0510,0,0,0,0,0,13.32,2.68,0
20161001:0610,6230,10,39,0.95,7.07,13.37,2.73,0
20161001:0710,24770,27.68,113.39,2.67,16.69,14.25,2.98,0
20161001:0810,50718,74.34,193,4.77,25.41,15.13,3.24,0
20161001:0910,89146,199.97,260.01,7.35,32.62,16.01,3.49,0
20161001:1010,83194,135.23,295.52,7.41,37.56,16.23,3.43,0
20161001:1110,50294,19.68,247.36,5.36,39.49,16.46,3.37,0
20161001:1210,62528,55.67,272.26,6.18,38.03,16.69,3.31,0
20161001:1310,34726,4.77,185.24,3.92,33.48,16.23,3.31,0
