time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20161111:0110,0,0,0,0,0,3.24,4.11,0
20161111:0210,0,0,0,0,0,3.26,4.27,0
20161111:0310,0,0,0,0,0,3.28,4.43,0
20161111:0410,0,0,0,0,0,3.12,4.62,0
20161111:0510,0,0,0,0,0,2.95,4.8,0
20161111:0610,0,0,0,0,0,2.79,4.99,0
20161111:0710,14330,0,28.05,0.63,6,2.94,5.08,0
20161111:0810,25030,0,41.62,0.87,13.77,3.08,5.17,0
20161111:0910,58570,0,80.52,1.69,19.9,3.23,5.26,0
20161111:1010,175030,36.59,169.27,3.73,23.86,2.88,5.13,0
20161111:1110,132360,10.22,150.16,3.2,25.22,2.53,5.01,0
20161111:1210,483160,322.64,216.28,6.1,23.81,2.18,4.88,0
20161111:1310,59660,0,81.42,1.71,19.8,2.09,4.3,0
20161111:1410,35800,0,54.28,1.14,13.64,2,3.71,0
20161111:1510,2630,0,10.86,0.23,5.84,1.9,3.13,0
20161111:1610,0,0,0,0,0,1.49,2.96,0
20161111:1710,0,0,0,0,0,1.08,2.78,0
20161111:1810,0,0,0,0,0,0.68,2.61,0
20161111:1910,0,0,0,0,0,0.65,2.49,0
20161111:2010,0,0,0,0,0,0.63,2.37,0
20161111:2110,0,0,0,0,0,0.61,2.25,0
20161111:2210,0,0,0,0,0,0.61,2.36,0
20161111:2310,0,0,0,0,0,0.61,2.47,0
20161112:0010,0,0,0,0,0,0.6,2.58,0
20161112:0110,0,0,0,0,0,0.32,2.01,0
20161112:0210,0,0,0,0,0,0.03,1.45,0
20161112:0310,0,0,0,0,0,-0.25,0.88,0
20161112:0410,0,0,0,0,0,-0.29,0.89,0
20161112:0510,0,0,0,0,0,-0.34,0.9,0
20161112:0610,0,0,0,0,0,-0.38,0.91,0
20161112:0710,13240,0,26.35,0.59,5.76,0,0.89,0
20161112:0810,149710,72.8,106.72,2.5,13.51,0.38,0.86,0
20161112:0910,407100,296.14,167.47,5.08,19.63,0.76,0.84,0
20161112:1010,301790,141.39,203.42,4.93,23.58,1.12,0.8,0
20161112:1110,77490,0,101.33,2.12,24.95,1.49,0.76,0
20161112:1210,77340,0,101.33,2.12,23.55,1.85,0.72,0
20161112:1310,162080,46.48,146.79,3.24,19.56,2.14,0.79,0
20161112:1410,65020,8.33,79.42,1.69,13.42,2.43,0.86,0
20161112:1510,64690,47,41.9,0.89,5.64,2.71,0.92,0
20161112:1610,0,0,0,0,0,2.05,1.05,0
20161112:1710,0,0,0,0,0,1.39,1.18,0
20161112:1810,0,0,0,0,0,0.73,1.31,0
20161112:1910,0,0,0,0,0,-0.97,1.63,0
20161112:2010,0,0,0,0,0,-2.66,1.94,0
20161112:2110,0,0,0,0,0,-4.35,2.26,0
20161112:2210,0,0,0,0,0,-4.7,2.3,0
20161112:2310,0,0,0,0,0,-5.05,2.34,0
20161113:0010,0,0,0,0,0,-5.4,2.37,0
20161113:0110,0,0,0,0,0,-3.68,2.02,0
20161113:0210,0,0,0,0,0,-1.97,1.66,0
20161113:0310,0,0,0,0,0,-0.25,1.31,0
20161113:0410,0,0,0,0,0,-0.07,1.43,0
20161113:0510,0,0,0,0,0,0.1,1.56,0
20161113:0610,0,0,0,0,0,0.28,1.68,0
20161113:0710,13810,0,27.2,0.61,5.51,1.05,1.74,0
20161113:0810,194280,116.74,111.94,2.77,13.26,1.82,1.79,0
20161113:0910,120670,21.36,127.11,2.77,19.36,2.59,1.85,0
20161113:1010,171240,37.18,166.77,3.68,23.31,3.33,1.36,0
20161113:1110,256190,95.48,202.87,4.68,24.68,4.08,0.86,0
20161113:1210,205280,62.53,181.04,4.05,23.29,4.82,0.37,0
20161113:1310,354280,229.87,181.3,4.62,19.32,4.85,0.69,0
20161113:1410,405880,357.27,115.01,3.68,13.2,4.88,1,0
20161113:1510,128520,111.69,50.69,1.1,5.45,4.9,1.31,0
20161113:1610,0,0,0,0,0,4.5,1.33,0
20161113:1710,0,0,0,0,0,4.1,1.35,0
20161113:1810,0,0,0,0,0,3.71,1.37,0
20161113:1910,0,0,0,0,0,3.33,1.31,0
20161113:2010,0,0,0,0,0,2.96,1.25,0
20161113:2110,0,0,0,0,0,2.59,1.19,0
20161113:2210,0,0,0,0,0,1.83,1.18,0
20161113:2310,0,0,0,0,0,1.07,1.18,0
20161114:0010,0,0,0,0,0,0.31,1.17,0
20161114:0110,0,0,0,0,0,0,1.17,0
20161114:0210,0,0,0,0,0,-0.31,1.16,0
20161114:0310,0,0,0,0,0,-0.62,1.16,0
20161114:0410,0,0,0,0,0,-1.06,1.19,0
20161114:0510,0,0,0,0,0,-1.5,1.22,0
20161114:0610,0,0,0,0,0,-1.94,1.26,0
20161114:0710,11380,0,23.8,0.53,5.28,-0.86,1.2,0
20161114:0810,93270,29.01,89.09,1.97,13.01,0.22,1.14,0
20161114:0910,84720,4.31,104.75,2.22,19.1,1.31,1.08,0
20161114:1010,114410,8.33,133.51,2.84,23.04,2.13,1,0
20161114:1110,111060,4.18,134.58,2.84,24.41,2.95,0.93,0
20161114:1210,144210,21.73,153.57,3.32,23.04,3.76,0.86,0
20161114:1310,96830,9.47,113.94,2.43,19.09,3.61,0.88,0
20161114:1410,53820,5.7,69.77,1.48,12.99,3.46,0.9,0
20161114:1510,27670,15.05,30.34,0.64,5.26,3.3,0.92,0
20161114:1610,0,0,0,0,0,2.52,0.91,0
20161114:1710,0,0,0,0,0,1.74,0.89,0
20161114:1810,0,0,0,0,0,0.97,0.87,0
20161114:1910,0,0,0,0,0,0.41,0.82,0
20161114:2010,0,0,0,0,0,-0.14,0.78,0
20161114:2110,0,0,0,0,0,-0.69,0.73,0
20161114:2210,0,0,0,0,0,-1.14,0.97,0
20161114:2310,0,0,0,0,0,-1.59,1.22,0
20161115:0010,0,0,0,0,0,-2.04,1.46,0
20161115:0110,0,0,0,0,0,-1.25,1.46,0
20161115:0210,0,0,0,0,0,-0.46,1.46,0
20161115:0310,0,0,0,0,0,0.33,1.46,0
20161115:0410,0,0,0,0,0,0.15,1.61,0
20161115:0510,0,0,0,0,0,-0.03,1.77,0
20161115:0610,0,0,0,0,0,-0.21,1.92,0
20161115:0710,11920,0,24.65,0.55,5.04,0.76,2.06,0
20161115:0810,147080,76.03,101.11,2.37,12.76,1.73,2.19,0
20161115:0910,511000,455.06,127.12,5.51,18.84,2.7,2.33,0
20161115:1010,251550,100.72,189.49,4.41,22.78,3.37,2.23,0
20161115:1110,424800,265.43,219.98,5.85,24.15,4.04,2.12,0
20161115:1210,287700,133.58,198.43,4.68,22.79,4.7,2.01,0
20161115:1310,486460,396.59,166.42,5.25,18.86,5.35,1.77,0
20161115:1410,413560,372.73,108.92,3.6,12.79,6,1.53,0
20161115:1510,201840,202.31,45.56,1.19,5.07,6.65,1.28,0
20161115:1610,0,0,0,0,0,6.03,1.28,0
20161115:1710,0,0,0,0,0,5.4,1.28,0
20161115:1810,0,0,0,0,0,4.78,1.28,0
20161115:1910,0,0,0,0,0,4.69,1.47,0
20161115:2010,0,0,0,0,0,4.6,1.65,0
20161115:2110,0,0,0,0,0,4.51,1.83,0
20161115:2210,0,0,0,0,0,4.45,1.92,0
20161115:2310,0,0,0,0,0,4.39,2.01,0
20161116:0010,0,0,0,0,0,4.32,2.1,0
20161116:0110,0,0,0,0,0,4.44,2.13,0
20161116:0210,0,0,0,0,0,4.55,2.17,0
20161116:0310,0,0,0,0,0,4.67,2.21,0
20161116:0410,0,0,0,0,0,4.6,2.25,0
20161116:0510,0,0,0,0,0,4.52,2.3,0
20161116:0610,0,0,0,0,0,4.45,2.34,0
20161116:0710,4170,0,13.6,0.3,4.81,4.97,2.42,0
20161116:0810,42190,2.49,60.09,1.27,12.52,5.49,2.5,0
20161116:0910,113140,19.78,122.35,2.65,18.59,6.02,2.58,0
20161116:1010,109510,8.46,129.91,2.77,22.52,6.26,2.65,0
20161116:1110,153040,25.46,160.61,3.49,23.9,6.5,2.73,0
20161116:1210,122840,13.24,139.99,2.99,22.55,6.73,2.8,0
20161116:1310,82420,4.82,103.98,2.2,18.64,7.13,2.61,0
20161116:1410,28080,0,46.14,0.97,12.59,7.53,2.42,0
20161116:1510,32120,21.45,30.34,0.64,4.9,7.92,2.23,0
20161116:1610,0,0,0,0,0,7.64,2.24,0
20161116:1710,0,0,0,0,0,7.35,2.25,0
20161116:1810,0,0,0,0,0,7.07,2.26,0
20161116:1910,0,0,0,0,0,7,2.32,0
20161116:2010,0,0,0,0,0,6.94,2.38,0
20161116:2110,0,0,0,0,0,6.87,2.44,0
20161116:2210,0,0,0,0,0,6.64,2.47,0
20161116:2310,0,0,0,0,0,6.42,2.51,0
20161117:0010,0,0,0,0,0,6.19,2.54,0
20161117:0110,0,0,0,0,0,5.99,2.52,0
20161117:0210,0,0,0,0,0,5.78,2.51,0
20161117:0310,0,0,0,0,0,5.57,2.5,0
20161117:0410,0,0,0,0,0,5.54,2.63,0
20161117:0510,0,0,0,0,0,5.51,2.75,0
20161117:0610,0,0,0,0,0,5.48,2.88,0
20161117:0710,920,0,7.65,0.17,4.58,6.01,3.16,0
20161117:0810,6980,0,18.09,0.38,12.27,6.54,3.43,0
20161117:0910,177820,68.8,144.18,3.3,18.34,7.08,3.71,0
20161117:1010,120550,12.79,138.05,2.96,22.27,7.23,3.62,0
20161117:1110,268970,113.27,199.89,4.66,23.65,7.38,3.54,0
20161117:1210,456380,320.13,205.58,5.72,22.32,7.53,3.45,0
20161117:1310,446330,345.41,169.91,4.93,18.43,7.94,3.43,0
20161117:1410,398270,352.97,109.94,3.43,12.4,8.35,3.42,0
20161117:1510,167890,166.38,43.32,1.04,4.73,8.75,3.41,0
20161117:1610,0,0,0,0,0,8.34,3.51,0
20161117:1710,0,0,0,0,0,7.92,3.62,0
20161117:1810,0,0,0,0,0,7.51,3.72,0
20161117:1910,0,0,0,0,0,7.46,3.81,0
20161117:2010,0,0,0,0,0,7.42,3.9,0
20161117:2110,0,0,0,0,0,7.38,3.99,0
20161117:2210,0,0,0,0,0,7.28,4.12,0
20161117:2310,0,0,0,0,0,7.18,4.26,0
20161118:0010,0,0,0,0,0,7.07,4.4,0
20161118:0110,0,0,0,0,0,7.36,4.76,0
20161118:0210,0,0,0,0,0,7.64,5.13,0
20161118:0310,0,0,0,0,0,7.93,5.49,0
20161118:0410,0,0,0,0,0,8.11,5.61,0
20161118:0510,0,0,0,0,0,8.28,5.73,0
20161118:0610,0,0,0,0,0,8.46,5.85,0
20161118:0710,0,0,3.4,0.08,4.35,8.74,5.94,0
20161118:0810,57240,10.25,70.65,1.52,12.04,9.02,6.02,0
20161118:0910,119850,26.89,123.91,2.71,18.09,9.31,6.11,0
20161118:1010,14510,0,28.95,0.61,22.02,9.05,6.05,0
20161118:1110,16570,0,31.66,0.66,23.41,8.8,5.98,0
20161118:1210,61050,0,85.04,1.78,22.09,8.54,5.92,0
20161118:1310,17260,0,32.57,0.68,18.22,8.66,5.71,0
20161118:1410,17940,0,33.47,0.7,12.21,8.78,5.5,0
20161118:1510,54250,45.89,32.92,0.7,4.56,8.9,5.3,0
20161118:1610,0,0,0,0,0,8.48,4.89,0
20161118:1710,0,0,0,0,0,8.05,4.48,0
20161118:1810,0,0,0,0,0,7.63,4.07,0
20161118:1910,0,0,0,0,0,7.29,3.57,0
20161118:2010,0,0,0,0,0,6.95,3.08,0
20161118:2110,0,0,0,0,0,6.61,2.58,0
20161118:2210,0,0,0,0,0,6.34,2.42,0
20161118:2310,0,0,0,0,0,6.08,2.27,0
20161119:0010,0,0,0,0,0,5.81,2.11,0
20161119:0110,0,0,0,0,0,5.92,2.22,0
20161119:0210,0,0,0,0,0,6.02,2.32,0
20161119:0310,0,0,0,0,0,6.13,2.43,0
20161119:0410,0,0,0,0,0,6.14,2.57,0
20161119:0510,0,0,0,0,0,6.14,2.71,0
20161119:0610,0,0,0,0,0,6.15,2.86,0
20161119:0710,5190,0,15.3,0.34,4.12,6.23,3.25,0
20161119:0810,4110,0,13.57,0.28,11.8,6.3,3.64,0
20161119:0910,96450,13.57,110.18,2.37,17.85,6.38,4.03,0
20161119:1010,60200,0,83.23,1.74,21.78,5.77,4.17,0
20161119:1110,109060,6.5,130.48,2.77,23.17,5.17,4.32,0
20161119:1210,121490,13.54,136.46,2.92,21.87,4.56,4.47,0
20161119:1310,184690,71.79,145.9,3.26,18.02,4.47,3.99,0
20161119:1410,286910,209.97,119.92,2.88,12.03,4.37,3.51,0
20161119:1510,198090,201.69,38.36,1.02,4.4,4.27,3.03,0
20161119:1610,0,0,0,0,0,3.61,2.7,0
20161119:1710,0,0,0,0,0,2.95,2.37,0
20161119:1810,0,0,0,0,0,2.29,2.04,0
20161119:1910,0,0,0,0,0,1.79,1.95,0
20161119:2010,0,0,0,0,0,1.29,1.87,0
20161119:2110,0,0,0,0,0,0.79,1.78,0
20161119:2210,0,0,0,0,0,1.07,2.03,0
20161119:2310,0,0,0,0,0,1.35,2.29,0
20161120:0010,0,0,0,0,0,1.62,2.54,0
20161120:0110,0,0,0,0,0,1.98,3.03,0
20161120:0210,0,0,0,0,0,2.33,3.51,0
20161120:0310,0,0,0,0,0,2.68,4,0
20161120:0410,0,0,0,0,0,3.01,4.1,0
20161120:0510,0,0,0,0,0,3.35,4.19,0
20161120:0610,0,0,0,0,0,3.68,4.29,0
20161120:0710,6330,0,17,0.38,3.9,4.88,4.74,0
20161120:0810,255980,200.7,98.93,2.77,11.57,6.08,5.2,0
20161120:0910,532750,506.91,101.14,5.34,17.61,7.28,5.66,0
20161120:1010,651260,636.66,111.45,6.78,21.54,7.99,5.79,0
20161120:1110,695480,683.22,120.49,7.28,22.94,8.7,5.92,0
20161120:1210,676920,663.55,119.86,6.84,21.65,9.4,6.06,0
20161120:1310,393240,282.12,170.3,4.51,17.83,9.07,5.47,0
20161120:1410,272500,200.28,118.65,2.8,11.86,8.74,4.88,0
20161120:1510,146690,147.24,37.95,0.89,4.25,8.41,4.29,0
20161120:1610,0,0,0,0,0,7.51,4.37,0
20161120:1710,0,0,0,0,0,6.61,4.46,0
20161120:1810,0,0,0,0,0,5.72,4.54,0
20161120:1910,0,0,0,0,0,5.49,4.72,0
20161120:2010,0,0,0,0,0,5.27,4.91,0
20161120:2110,0,0,0,0,0,5.04,5.09,0
20161120:2210,0,0,0,0,0,5.05,5.07,0
20161120:2310,0,0,0,0,0,5.07,5.04,0
20161121:0010,0,0,0,0,0,5.08,5.02,0
20161121:0110,0,0,0,0,0,5.39,5,0
20161121:0210,0,0,0,0,0,5.7,4.97,0
20161121:0310,0,0,0,0,0,6.01,4.95,0
20161121:0410,0,0,0,0,0,6.32,4.93,0
20161121:0510,0,0,0,0,0,6.64,4.91,0
20161121:0610,0,0,0,0,0,6.95,4.88,0
20161121:0710,0,0,4.25,0.09,3.68,7.5,4.94,0
20161121:0810,5740,0,16.28,0.34,11.35,8.05,5,0
20161121:0910,72150,4.61,93.04,1.97,17.38,8.6,5.06,0
20161121:1010,42230,0,63.33,1.33,21.31,8.76,5.25,0
20161121:1110,61700,0,85.95,1.8,22.71,8.93,5.44,0
20161121:1210,60080,0,84.14,1.76,21.44,9.09,5.63,0
20161121:1310,98910,15.11,112.49,2.41,17.64,9.03,5.49,0
20161121:1410,58230,12.48,69.42,1.48,11.7,8.96,5.35,0
20161121:1510,5710,0,16.28,0.34,4.1,8.89,5.21,0
20161121:1610,0,0,0,0,0,8.67,5.4,0
20161121:1710,0,0,0,0,0,8.45,5.58,0
20161121:1810,0,0,0,0,0,8.24,5.77,0
20161121:1910,0,0,0,0,0,8.24,5.69,0
20161121:2010,0,0,0,0,0,8.24,5.61,0
20161121:2110,0,0,0,0,0,8.24,5.53,0
20161121:2210,0,0,0,0,0,8.21,5.46,0
20161121:2310,0,0,0,0,0,8.19,5.38,0
20161122:0010,0,0,0,0,0,8.16,5.31,0
20161122:0110,0,0,0,0,0,8.1,4.61,0
20161122:0210,0,0,0,0,0,8.03,3.9,0
20161122:0310,0,0,0,0,0,7.96,3.2,0
20161122:0410,0,0,0,0,0,7.69,3.1,0
20161122:0510,0,0,0,0,0,7.42,3,0
20161122:0610,0,0,0,0,0,7.15,2.9,0
20161122:0710,5150,0,15.3,0.34,3.47,7.61,3.22,0
20161122:0810,108170,54.42,84.04,1.89,11.12,8.07,3.54,0
20161122:0910,135110,41.87,125.57,2.79,17.15,8.54,3.86,0
20161122:1010,453810,336.35,187.83,5.53,21.08,8.84,4.05,0
20161122:1110,512520,393.84,199.39,6.1,22.49,9.14,4.23,0
20161122:1210,491510,375.64,193.03,5.7,21.24,9.43,4.41,0
20161122:1310,412370,312.22,166.63,4.55,17.45,9.68,3.86,0
20161122:1410,139420,75.77,97.75,2.12,11.54,9.93,3.3,0
20161122:1510,37000,32.8,25.75,0.55,3.96,10.18,2.74,0
20161122:1610,0,0,0,0,0,9.93,2.87,0
20161122:1710,0,0,0,0,0,9.68,2.99,0
20161122:1810,0,0,0,0,0,9.43,3.12,0
20161122:1910,0,0,0,0,0,9.21,3.1,0
20161122:2010,0,0,0,0,0,8.99,3.09,0
20161122:2110,0,0,0,0,0,8.77,3.08,0
20161122:2210,0,0,0,0,0,8.42,3.26,0
20161122:2310,0,0,0,0,0,8.08,3.43,0
20161123:0010,0,0,0,0,0,7.73,3.61,0
20161123:0110,0,0,0,0,0,7.94,3.39,0
20161123:0210,0,0,0,0,0,8.14,3.17,0
20161123:0310,0,0,0,0,0,8.34,2.95,0
20161123:0410,0,0,0,0,0,8.35,3.06,0
20161123:0510,0,0,0,0,0,8.36,3.16,0
20161123:0610,0,0,0,0,0,8.37,3.27,0
20161123:0710,3570,0,12.75,0.28,3.26,8.99,3.38,0
20161123:0810,70720,24.86,72,1.57,10.9,9.6,3.5,0
20161123:0910,99560,18.78,110.45,2.39,16.93,10.22,3.61,0
20161123:1010,66650,0,92.28,1.93,20.86,10.46,3.58,0
20161123:1110,78430,0,105.85,2.22,22.28,10.7,3.54,0
20161123:1210,39460,0,60.61,1.27,21.04,10.93,3.5,0
20161123:1310,24010,0,41.62,0.87,17.28,10.97,3.13,0
20161123:1410,30510,0,49.76,1.04,11.38,11,2.75,0
20161123:1510,17800,13.56,20.47,0.44,3.83,11.03,2.37,0
20161123:1610,0,0,0,0,0,10.7,2.58,0
20161123:1710,0,0,0,0,0,10.37,2.79,0
20161123:1810,0,0,0,0,0,10.04,2.99,0
20161123:1910,0,0,0,0,0,9.93,3.16,0
20161123:2010,0,0,0,0,0,9.82,3.32,0
20161123:2110,0,0,0,0,0,9.71,3.49,0
20161123:2210,0,0,0,0,0,9.34,3.56,0
20161123:2310,0,0,0,0,0,8.97,3.63,0
20161124:0010,0,0,0,0,0,8.6,3.7,0
20161124:0110,0,0,0,0,0,8.64,3.71,0
20161124:0210,0,0,0,0,0,8.67,3.71,0
20161124:0310,0,0,0,0,0,8.71,3.72,0
20161124:0410,0,0,0,0,0,8.5,3.78,0
20161124:0510,0,0,0,0,0,8.29,3.84,0
20161124:0610,0,0,0,0,0,8.08,3.9,0
20161124:0710,3080,0,11.9,0.27,3.05,8.8,3.97,0
20161124:0810,134240,81.31,87.28,2.01,10.69,9.51,4.04,0
20161124:0910,239550,137.41,146.7,3.54,16.71,10.23,4.11,0
20161124:1010,104750,11.22,124.18,2.65,20.64,10.83,3.81,0
20161124:1110,191450,60.53,171.7,3.83,22.07,11.44,3.51,0
20161124:1210,79500,2.34,105.31,2.22,20.85,12.04,3.21,0
20161124:1310,89390,12.9,105.66,2.25,17.11,11.52,2.82,0
20161124:1410,146100,84.01,98.11,2.12,11.23,10.99,2.43,0
20161124:1510,77210,77.07,29.97,0.64,3.7,10.46,2.04,0
20161124:1610,0,0,0,0,0,9.81,2.12,0
20161124:1710,0,0,0,0,0,9.16,2.21,0
20161124:1810,0,0,0,0,0,8.51,2.29,0
20161124:1910,0,0,0,0,0,8.22,2.34,0
20161124:2010,0,0,0,0,0,7.93,2.4,0
20161124:2110,0,0,0,0,0,7.64,2.46,0
20161124:2210,0,0,0,0,0,7.3,2.44,0
20161124:2310,0,0,0,0,0,6.97,2.42,0
20161125:0010,0,0,0,0,0,6.63,2.4,0
20161125:0110,0,0,0,0,0,6.73,2.65,0
20161125:0210,0,0,0,0,0,6.82,2.91,0
20161125:0310,0,0,0,0,0,6.92,3.16,0
20161125:0410,0,0,0,0,0,6.86,3.06,0
20161125:0510,0,0,0,0,0,6.81,2.97,0
20161125:0610,0,0,0,0,0,6.75,2.87,0
20161125:0710,900,0,7.65,0.17,2.84,7.5,2.95,0
20161125:0810,19370,0,35.28,0.74,10.48,8.25,3.03,0
20161125:0910,21400,0,38,0.8,16.5,9,3.1,0
20161125:1010,44270,0,66.04,1.38,20.43,9.56,2.54,0
20161125:1110,34320,0,54.28,1.14,21.87,10.13,1.98,0
20161125:1210,95910,7.05,118.87,2.52,20.67,10.69,1.42,0
20161125:1310,97260,18.19,108.62,2.33,16.95,9.65,1.16,0
20161125:1410,21420,0,38,0.8,11.09,8.6,0.9,0
20161125:1510,10960,7.24,16.96,0.36,3.58,7.55,0.63,0
20161125:1610,0,0,0,0,0,7.47,0.53,0
20161125:1710,0,0,0,0,0,7.38,0.43,0
20161125:1810,0,0,0,0,0,7.3,0.33,0
20161125:1910,0,0,0,0,0,7.27,0.36,0
20161125:2010,0,0,0,0,0,7.25,0.4,0
20161125:2110,0,0,0,0,0,7.23,0.43,0
20161125:2210,0,0,0,0,0,7.11,0.53,0
20161125:2310,0,0,0,0,0,6.99,0.63,0
20161126:0010,0,0,0,0,0,6.86,0.73,0
20161126:0110,0,0,0,0,0,6.21,0.75,0
20161126:0210,0,0,0,0,0,5.55,0.77,0
20161126:0310,0,0,0,0,0,4.89,0.79,0
20161126:0410,0,0,0,0,0,4.83,0.77,0
20161126:0510,0,0,0,0,0,4.77,0.76,0
20161126:0610,0,0,0,0,0,4.71,0.74,0
20161126:0710,0,0,0,0,0,5.42,0.86,0
20161126:0810,118980,69.34,81.01,1.84,10.28,6.13,0.97,0
20161126:0910,48670,0,70.57,1.48,16.29,6.85,1.09,0
20161126:1010,31750,0,50.66,1.06,20.23,7.52,1.03,0
20161126:1110,47570,0,69.66,1.46,21.68,8.2,0.97,0
20161126:1210,252020,120.66,179.09,4.13,20.49,8.87,0.91,0
20161126:1310,27150,0,45.23,0.95,16.79,8.68,0.97,0
20161126:1410,28640,0,47.04,0.99,10.96,8.49,1.02,0
20161126:1510,16940,14.94,17.69,0.38,3.47,8.3,1.08,0
20161126:1610,0,0,0,0,0,7.72,0.92,0
20161126:1710,0,0,0,0,0,7.14,0.77,0
20161126:1810,0,0,0,0,0,6.57,0.62,0
20161126:1910,0,0,0,0,0,5.99,0.68,0
20161126:2010,0,0,0,0,0,5.42,0.73,0
20161126:2110,0,0,0,0,0,4.85,0.79,0
20161126:2210,0,0,0,0,0,4.41,0.89,0
20161126:2310,0,0,0,0,0,3.97,1,0
20161127:0010,0,0,0,0,0,3.52,1.1,0
20161127:0110,0,0,0,0,0,3.37,0.94,0
20161127:0210,0,0,0,0,0,3.21,0.78,0
20161127:0310,0,0,0,0,0,3.05,0.62,0
20161127:0410,0,0,0,0,0,2.8,0.53,0
20161127:0510,0,0,0,0,0,2.56,0.45,0
20161127:0610,0,0,0,0,0,2.31,0.36,0
20161127:0710,0,0,0,0,0,3.1,0.45,0
20161127:0810,53410,14.66,60.75,1.31,10.07,3.88,0.54,0
20161127:0910,53100,0,75.09,1.57,16.09,4.67,0.63,0
20161127:1010,70610,0,94.99,1.99,20.03,4.88,0.81,0
20161127:1110,118020,13.7,133.78,2.86,21.49,5.09,0.99,0
20161127:1210,112920,14.28,127.62,2.73,20.32,5.3,1.17,0
20161127:1310,74530,5.27,94.15,1.99,16.64,5.52,1.6,0
20161127:1410,29820,0,47.95,1,10.83,5.73,2.03,0
20161127:1510,24820,23.11,19.49,0.42,3.36,5.94,2.46,0
20161127:1610,0,0,0,0,0,5.47,2.6,0
20161127:1710,0,0,0,0,0,5,2.74,0
20161127:1810,0,0,0,0,0,4.53,2.88,0
20161127:1910,0,0,0,0,0,4.34,3.05,0
20161127:2010,0,0,0,0,0,4.16,3.22,0
20161127:2110,0,0,0,0,0,3.97,3.39,0
20161127:2210,0,0,0,0,0,3.71,3.37,0
20161127:2310,0,0,0,0,0,3.45,3.35,0
20161128:0010,0,0,0,0,0,3.18,3.32,0
20161128:0110,0,0,0,0,0,2.89,3.53,0
20161128:0210,0,0,0,0,0,2.59,3.73,0
20161128:0310,0,0,0,0,0,2.29,3.93,0
20161128:0410,0,0,0,0,0,1.94,3.87,0
20161128:0510,0,0,0,0,0,1.58,3.8,0
20161128:0610,0,0,0,0,0,1.23,3.74,0
20161128:0710,0,0,0,0,0,1.38,3.84,0
20161128:0810,292070,255.99,79.55,2.52,9.88,1.52,3.95,0
20161128:0910,496180,449.09,107.02,4.66,15.89,1.67,4.06,0
20161128:1010,601760,542.06,133.96,5.99,19.83,1.73,4.11,0
20161128:1110,674750,631.76,130.27,6.65,21.31,1.8,4.17,0
20161128:1210,660730,615.49,129.88,6.27,20.15,1.86,4.23,0
20161128:1310,582870,536.44,116.53,5.02,16.5,1.57,4.36,0
20161128:1410,435030,397.89,89.25,3.05,10.71,1.28,4.49,0
20161128:1510,108660,111.14,26.78,0.61,3.26,0.98,4.62,0
20161128:1610,0,0,0,0,0,0.54,4.41,0
20161128:1710,0,0,0,0,0,0.1,4.2,0
20161128:1810,0,0,0,0,0,-0.33,3.99,0
20161128:1910,0,0,0,0,0,-0.58,3.68,0
20161128:2010,0,0,0,0,0,-0.83,3.37,0
20161128:2110,0,0,0,0,0,-1.08,3.06,0
20161128:2210,0,0,0,0,0,-1.28,2.93,0
20161128:2310,0,0,0,0,0,-1.47,2.8,0
20161129:0010,0,0,0,0,0,-1.67,2.68,0
20161129:0110,0,0,0,0,0,-1.65,2.62,0
20161129:0210,0,0,0,0,0,-1.63,2.57,0
20161129:0310,0,0,0,0,0,-1.61,2.51,0
20161129:0410,0,0,0,0,0,-1.67,2.42,0
20161129:0510,0,0,0,0,0,-1.73,2.33,0
20161129:0610,0,0,0,0,0,-1.79,2.23,0
20161129:0710,0,0,0,0,0,-0.93,2.35,0
20161129:0810,284600,247.72,79.25,2.44,9.69,-0.07,2.46,0
20161129:0910,431070,356.38,128.62,4.3,15.7,0.8,2.58,0
20161129:1010,526700,436.44,161.17,5.57,19.65,1.58,2.19,0
20161129:1110,534140,425.13,185.95,5.89,21.13,2.37,1.81,0
20161129:1210,642390,626.29,124.45,6.25,20,3.15,1.42,0
20161129:1310,569520,545.4,112.5,5,16.36,2.5,1.41,0
20161129:1410,420050,388.16,92.83,3.01,10.6,1.85,1.4,0
20161129:1510,117760,122.6,26.34,0.61,3.17,1.2,1.39,0
20161129:1610,0,0,0,0,0,0.44,1.41,0
20161129:1710,0,0,0,0,0,-0.33,1.42,0
20161129:1810,0,0,0,0,0,-1.09,1.43,0
20161129:1910,0,0,0,0,0,-1.38,1.36,0
20161129:2010,0,0,0,0,0,-1.66,1.28,0
20161129:2110,0,0,0,0,0,-1.95,1.2,0
20161129:2210,0,0,0,0,0,-2.01,1.25,0
20161129:2310,0,0,0,0,0,-2.07,1.3,0
20161130:0010,0,0,0,0,0,-2.14,1.35,0
20161130:0110,0,0,0,0,0,-2.04,1.6,0
20161130:0210,0,0,0,0,0,-1.94,1.85,0
20161130:0310,0,0,0,0,0,-1.84,2.1,0
20161130:0410,0,0,0,0,0,-1.74,1.96,0
20161130:0510,0,0,0,0,0,-1.64,1.82,0
20161130:0610,0,0,0,0,0,-1.54,1.68,0
20161130:0710,0,0,0,0,0,-0.39,1.92,0
20161130:0810,216030,168.62,84.21,2.14,9.5,0.75,2.16,0
